file;cfar;boundary_idx;time_s;time_ms;score;threshold
interleaved_pod_1k_60sec_50ms;0;0;0.021950;21.950;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;1;0.049388;49.388;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;2;0.099274;99.274;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;3;0.149161;149.161;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;4;0.159138;159.138;0.883740;0.666668
interleaved_pod_1k_60sec_50ms;0;5;0.166621;166.621;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;6;0.172608;172.608;0.695087;0.666668
interleaved_pod_1k_60sec_50ms;0;7;0.178594;178.594;0.782744;0.666668
interleaved_pod_1k_60sec_50ms;0;8;0.184580;184.580;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;9;0.190068;190.068;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;10;0.196054;196.054;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;11;0.249433;249.433;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;12;0.256916;256.916;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;13;0.262902;262.902;0.969518;0.666668
interleaved_pod_1k_60sec_50ms;0;14;0.268889;268.889;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;15;0.274376;274.376;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;16;0.279864;279.864;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;17;0.285351;285.351;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;18;0.291338;291.338;0.763760;0.666668
interleaved_pod_1k_60sec_50ms;0;19;0.296825;296.825;0.707897;0.666668
interleaved_pod_1k_60sec_50ms;0;20;0.349206;349.206;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;21;0.354694;354.694;0.985316;0.666668
interleaved_pod_1k_60sec_50ms;0;22;0.360680;360.680;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;23;0.370159;370.159;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;24;0.378639;378.639;0.773459;0.666668
interleaved_pod_1k_60sec_50ms;0;25;0.389116;389.116;0.725618;0.666668
interleaved_pod_1k_60sec_50ms;0;26;0.398594;398.594;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;27;0.448980;448.980;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;28;0.499365;499.365;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;29;0.549252;549.252;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;30;0.599138;599.138;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;31;0.649025;649.025;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;32;0.682948;682.948;0.794346;0.666668
interleaved_pod_1k_60sec_50ms;0;33;0.688934;688.934;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;34;0.696417;696.417;0.765867;0.666668
interleaved_pod_1k_60sec_50ms;0;35;0.749297;749.297;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;36;0.759773;759.773;0.831304;0.666668
interleaved_pod_1k_60sec_50ms;0;37;0.766259;766.259;0.989400;0.666668
interleaved_pod_1k_60sec_50ms;0;38;0.772245;772.245;0.960646;0.666668
interleaved_pod_1k_60sec_50ms;0;39;0.794694;794.694;0.708812;0.666668
interleaved_pod_1k_60sec_50ms;0;40;0.849070;849.070;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;41;0.855057;855.057;0.962098;0.666668
interleaved_pod_1k_60sec_50ms;0;42;0.865533;865.533;0.790384;0.666668
interleaved_pod_1k_60sec_50ms;0;43;0.894966;894.966;0.850066;0.666668
interleaved_pod_1k_60sec_50ms;0;44;0.949342;949.342;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;45;0.960317;960.317;0.692500;0.666668
interleaved_pod_1k_60sec_50ms;0;46;0.975782;975.782;0.720698;0.666668
interleaved_pod_1k_60sec_50ms;0;47;0.981270;981.270;0.749557;0.666668
interleaved_pod_1k_60sec_50ms;0;48;0.986757;986.757;0.707315;0.666668
interleaved_pod_1k_60sec_50ms;0;49;0.992245;992.245;0.714990;0.666668
interleaved_pod_1k_60sec_50ms;0;50;0.998231;998.231;0.717305;0.666668
interleaved_pod_1k_60sec_50ms;0;51;1.049116;1049.116;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;52;1.060091;1060.091;0.808946;0.666668
interleaved_pod_1k_60sec_50ms;0;53;1.065578;1065.578;0.702303;0.666668
interleaved_pod_1k_60sec_50ms;0;54;1.071565;1071.565;0.834610;0.666668
interleaved_pod_1k_60sec_50ms;0;55;1.078050;1078.050;0.787555;0.666668
interleaved_pod_1k_60sec_50ms;0;56;1.097007;1097.007;0.831813;0.666668
interleaved_pod_1k_60sec_50ms;0;57;1.149388;1149.388;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;58;1.159864;1159.864;0.855562;0.666668
interleaved_pod_1k_60sec_50ms;0;59;1.166349;1166.349;0.876190;0.666668
interleaved_pod_1k_60sec_50ms;0;60;1.172834;1172.834;0.839205;0.666668
interleaved_pod_1k_60sec_50ms;0;61;1.191791;1191.791;0.931124;0.666668
interleaved_pod_1k_60sec_50ms;0;62;1.198277;1198.277;0.747211;0.666668
interleaved_pod_1k_60sec_50ms;0;63;1.249161;1249.161;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;64;1.260635;1260.635;0.675256;0.666668
interleaved_pod_1k_60sec_50ms;0;65;1.266621;1266.621;0.926206;0.666668
interleaved_pod_1k_60sec_50ms;0;66;1.272608;1272.608;0.736896;0.666668
interleaved_pod_1k_60sec_50ms;0;67;1.279093;1279.093;0.866035;0.666668
interleaved_pod_1k_60sec_50ms;0;68;1.285578;1285.578;0.738130;0.666668
interleaved_pod_1k_60sec_50ms;0;69;1.291565;1291.565;0.865842;0.666668
interleaved_pod_1k_60sec_50ms;0;70;1.298050;1298.050;0.790259;0.666668
interleaved_pod_1k_60sec_50ms;0;71;1.349433;1349.433;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;72;1.360907;1360.907;0.776238;0.666668
interleaved_pod_1k_60sec_50ms;0;73;1.367392;1367.392;0.779008;0.666668
interleaved_pod_1k_60sec_50ms;0;74;1.373878;1373.878;0.928436;0.666668
interleaved_pod_1k_60sec_50ms;0;75;1.380862;1380.862;0.765606;0.666668
interleaved_pod_1k_60sec_50ms;0;76;1.387347;1387.347;0.720789;0.666668
interleaved_pod_1k_60sec_50ms;0;77;1.394331;1394.331;0.920482;0.666668
interleaved_pod_1k_60sec_50ms;0;78;1.449206;1449.206;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;79;1.465669;1465.669;0.694575;0.666668
interleaved_pod_1k_60sec_50ms;0;80;1.472653;1472.653;0.785591;0.666668
interleaved_pod_1k_60sec_50ms;0;81;1.499093;1499.093;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;82;1.548980;1548.980;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;83;1.599365;1599.365;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;84;1.649252;1649.252;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;85;1.699138;1699.138;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;86;1.749025;1749.025;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;87;1.799410;1799.410;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;88;1.849297;1849.297;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;89;1.899184;1899.184;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;90;1.949070;1949.070;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;91;1.999456;1999.456;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;92;2.049342;2049.342;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;93;2.099229;2099.229;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;94;2.149116;2149.116;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;95;2.198503;2198.503;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;96;2.249388;2249.388;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;97;2.270340;2270.340;0.848184;0.666668
interleaved_pod_1k_60sec_50ms;0;98;2.276825;2276.825;0.960052;0.666668
interleaved_pod_1k_60sec_50ms;0;99;2.294785;2294.785;0.738254;0.666668
interleaved_pod_1k_60sec_50ms;0;100;2.349161;2349.161;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;101;2.361633;2361.633;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;102;2.370113;2370.113;0.670156;0.666668
interleaved_pod_1k_60sec_50ms;0;103;2.378594;2378.594;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;104;2.386576;2386.576;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;105;2.394059;2394.059;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;106;2.399546;2399.546;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;107;2.449433;2449.433;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;108;2.460907;2460.907;0.799488;0.666668
interleaved_pod_1k_60sec_50ms;0;109;2.499320;2499.320;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;110;2.549206;2549.206;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;111;2.599093;2599.093;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;112;2.648980;2648.980;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;113;2.699365;2699.365;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;114;2.749252;2749.252;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;115;2.799138;2799.138;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;116;2.849025;2849.025;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;117;2.899410;2899.410;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;118;2.949297;2949.297;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;119;2.999184;2999.184;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;120;3.049070;3049.070;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;121;3.060045;3060.045;0.947857;0.666668
interleaved_pod_1k_60sec_50ms;0;122;3.068526;3068.526;0.762708;0.666668
interleaved_pod_1k_60sec_50ms;0;123;3.078005;3078.005;0.702940;0.666668
interleaved_pod_1k_60sec_50ms;0;124;3.086984;3086.984;0.704549;0.666668
interleaved_pod_1k_60sec_50ms;0;125;3.094966;3094.966;0.670809;0.666668
interleaved_pod_1k_60sec_50ms;0;126;3.149342;3149.342;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;127;3.155329;3155.329;0.708258;0.666668
interleaved_pod_1k_60sec_50ms;0;128;3.164308;3164.308;0.750723;0.666668
interleaved_pod_1k_60sec_50ms;0;129;3.199229;3199.229;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;130;3.249116;3249.116;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;131;3.299002;3299.002;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;132;3.349388;3349.388;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;133;3.378821;3378.821;0.838645;0.666668
interleaved_pod_1k_60sec_50ms;0;134;3.399274;3399.274;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;135;3.449161;3449.161;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;136;3.457143;3457.143;0.739795;0.666668
interleaved_pod_1k_60sec_50ms;0;137;3.493061;3493.061;0.828419;0.666668
interleaved_pod_1k_60sec_50ms;0;138;3.499048;3499.048;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;139;3.549433;3549.433;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;140;3.559410;3559.410;0.893605;0.666668
interleaved_pod_1k_60sec_50ms;0;141;3.568390;3568.390;0.853957;0.666668
interleaved_pod_1k_60sec_50ms;0;142;3.577868;3577.868;0.693633;0.666668
interleaved_pod_1k_60sec_50ms;0;143;3.599320;3599.320;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;144;3.649206;3649.206;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;145;3.699093;3699.093;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;146;3.748980;3748.980;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;147;3.799365;3799.365;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;148;3.849252;3849.252;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;149;3.899138;3899.138;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;150;3.949025;3949.025;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;151;3.999410;3999.410;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;152;4.049297;4049.297;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;153;4.099184;4099.184;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;154;4.149070;4149.070;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;155;4.198957;4198.957;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;156;4.249342;4249.342;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;157;4.275283;4275.283;0.702479;0.666668
interleaved_pod_1k_60sec_50ms;0;158;4.283764;4283.764;0.853324;0.666668
interleaved_pod_1k_60sec_50ms;0;159;4.293741;4293.741;0.820017;0.666668
interleaved_pod_1k_60sec_50ms;0;160;4.299229;4299.229;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;161;4.349116;4349.116;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;162;4.371066;4371.066;0.714367;0.666668
interleaved_pod_1k_60sec_50ms;0;163;4.399002;4399.002;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;164;4.449388;4449.388;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;165;4.465850;4465.850;0.751397;0.666668
interleaved_pod_1k_60sec_50ms;0;166;4.474331;4474.331;0.690249;0.666668
interleaved_pod_1k_60sec_50ms;0;167;4.491791;4491.791;0.679405;0.666668
interleaved_pod_1k_60sec_50ms;0;168;4.499274;4499.274;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;169;4.549161;4549.161;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;170;4.599048;4599.048;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;171;4.649433;4649.433;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;172;4.699320;4699.320;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;173;4.749206;4749.206;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;174;4.799093;4799.093;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;175;4.848980;4848.980;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;176;4.899365;4899.365;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;177;4.949252;4949.252;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;178;4.999138;4999.138;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;179;5.049025;5049.025;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;180;5.099410;5099.410;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;181;5.149297;5149.297;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;182;5.199184;5199.184;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;183;5.249070;5249.070;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;184;5.299456;5299.456;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;185;5.349342;5349.342;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;186;5.361315;5361.315;0.854090;0.666668
interleaved_pod_1k_60sec_50ms;0;187;5.371293;5371.293;0.779075;0.666668
interleaved_pod_1k_60sec_50ms;0;188;5.389252;5389.252;0.795061;0.666668
interleaved_pod_1k_60sec_50ms;0;189;5.399229;5399.229;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;190;5.449116;5449.116;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;191;5.467075;5467.075;0.670991;0.666668
interleaved_pod_1k_60sec_50ms;0;192;5.499002;5499.002;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;193;5.549388;5549.388;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;194;5.599274;5599.274;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;195;5.649161;5649.161;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;196;5.685578;5685.578;0.750683;0.666668
interleaved_pod_1k_60sec_50ms;0;197;5.699048;5699.048;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;198;5.749433;5749.433;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;199;5.755420;5755.420;0.880550;0.666668
interleaved_pod_1k_60sec_50ms;0;200;5.764898;5764.898;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;201;5.774376;5774.376;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;202;5.783356;5783.356;0.930975;0.666668
interleaved_pod_1k_60sec_50ms;0;203;5.792834;5792.834;0.908442;0.666668
interleaved_pod_1k_60sec_50ms;0;204;5.799320;5799.320;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;205;5.849206;5849.206;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;206;5.861678;5861.678;0.699688;0.666668
interleaved_pod_1k_60sec_50ms;0;207;5.881134;5881.134;0.726606;0.666668
interleaved_pod_1k_60sec_50ms;0;208;5.899093;5899.093;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;209;5.948980;5948.980;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;210;5.999365;5999.365;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;211;6.049252;6049.252;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;212;6.099138;6099.138;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;213;6.149025;6149.025;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;214;6.199410;6199.410;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;215;6.249297;6249.297;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;216;6.299184;6299.184;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;217;6.349070;6349.070;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;218;6.398957;6398.957;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;219;6.449342;6449.342;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;220;6.499229;6499.229;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;221;6.549116;6549.116;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;222;6.599002;6599.002;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;223;6.649388;6649.388;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;224;6.699274;6699.274;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;225;6.749161;6749.161;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;226;6.759637;6759.637;0.689777;0.666668
interleaved_pod_1k_60sec_50ms;0;227;6.778095;6778.095;0.692376;0.666668
interleaved_pod_1k_60sec_50ms;0;228;6.798050;6798.050;0.714236;0.666668
interleaved_pod_1k_60sec_50ms;0;229;6.849433;6849.433;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;230;6.899320;6899.320;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;231;6.949206;6949.206;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;232;6.999093;6999.093;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;233;7.048980;7048.980;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;234;7.099365;7099.365;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;235;7.149252;7149.252;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;236;7.199138;7199.138;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;237;7.249025;7249.025;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;238;7.299410;7299.410;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;239;7.349297;7349.297;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;240;7.399184;7399.184;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;241;7.449070;7449.070;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;242;7.498957;7498.957;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;243;7.549342;7549.342;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;244;7.599229;7599.229;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;245;7.649116;7649.116;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;246;7.699002;7699.002;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;247;7.749388;7749.388;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;248;7.799274;7799.274;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;249;7.849161;7849.161;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;250;7.899048;7899.048;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;251;7.949433;7949.433;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;252;7.999320;7999.320;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;253;8.049206;8049.206;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;254;8.099093;8099.093;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;255;8.148980;8148.980;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;256;8.199365;8199.365;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;257;8.249252;8249.252;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;258;8.299138;8299.138;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;259;8.349025;8349.025;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;260;8.399410;8399.410;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;261;8.449297;8449.297;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;262;8.499184;8499.184;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;263;8.549070;8549.070;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;264;8.598957;8598.957;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;265;8.649342;8649.342;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;266;8.699229;8699.229;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;267;8.749116;8749.116;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;268;8.799002;8799.002;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;269;8.849388;8849.388;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;270;8.899274;8899.274;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;271;8.949161;8949.161;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;272;8.999048;8999.048;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;273;9.049433;9049.433;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;274;9.099320;9099.320;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;275;9.149206;9149.206;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;276;9.199093;9199.093;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;277;9.248980;9248.980;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;278;9.299365;9299.365;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;279;9.349252;9349.252;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;280;9.399138;9399.138;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;281;9.449025;9449.025;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;282;9.499410;9499.410;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;283;9.549297;9549.297;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;284;9.599184;9599.184;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;285;9.649070;9649.070;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;286;9.698957;9698.957;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;287;9.749342;9749.342;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;288;9.788254;9788.254;0.737112;0.666668
interleaved_pod_1k_60sec_50ms;0;289;9.799229;9799.229;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;290;9.849116;9849.116;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;291;9.866576;9866.576;0.726797;0.666668
interleaved_pod_1k_60sec_50ms;0;292;9.876054;9876.054;0.689487;0.666668
interleaved_pod_1k_60sec_50ms;0;293;9.885533;9885.533;0.745103;0.666668
interleaved_pod_1k_60sec_50ms;0;294;9.895510;9895.510;0.919742;0.666668
interleaved_pod_1k_60sec_50ms;0;295;9.949388;9949.388;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;296;9.954875;9954.875;0.814171;0.666668
interleaved_pod_1k_60sec_50ms;0;297;9.964354;9964.354;0.786855;0.666668
interleaved_pod_1k_60sec_50ms;0;298;9.973832;9973.832;0.837131;0.666668
interleaved_pod_1k_60sec_50ms;0;299;9.983810;9983.810;0.829486;0.666668
interleaved_pod_1k_60sec_50ms;0;300;9.993288;9993.288;0.938385;0.666668
interleaved_pod_1k_60sec_50ms;0;301;9.999274;9999.274;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;302;10.049161;10049.161;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;303;10.063628;10063.628;0.776730;0.666668
interleaved_pod_1k_60sec_50ms;0;304;10.074104;10074.104;0.709445;0.666668
interleaved_pod_1k_60sec_50ms;0;305;10.084580;10084.580;0.822108;0.666668
interleaved_pod_1k_60sec_50ms;0;306;10.095556;10095.556;0.733229;0.666668
interleaved_pod_1k_60sec_50ms;0;307;10.149433;10149.433;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;308;10.156916;10156.916;0.692961;0.666668
interleaved_pod_1k_60sec_50ms;0;309;10.199320;10199.320;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;310;10.249206;10249.206;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;311;10.299093;10299.093;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;312;10.348980;10348.980;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;313;10.399365;10399.365;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;314;10.449252;10449.252;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;315;10.499138;10499.138;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;316;10.549025;10549.025;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;317;10.599410;10599.410;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;318;10.649297;10649.297;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;319;10.657778;10657.778;0.708433;0.666668
interleaved_pod_1k_60sec_50ms;0;320;10.668753;10668.753;0.717156;0.666668
interleaved_pod_1k_60sec_50ms;0;321;10.690703;10690.703;0.731955;0.666668
interleaved_pod_1k_60sec_50ms;0;322;10.699184;10699.184;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;323;10.749070;10749.070;1.000000;0.666668
interleaved_pod_1k_60sec_50ms;0;324;10.771519;10771.519;0.754836;0.666668
interleaved_pod_1k_60sec_50ms;0;325;10.781995;10781.995;0.736666;0.666668
