change_ms_only
18.0
36.0
79.0
122.0
144.0
216.0
358.0
402.0
421.0
440.0
481.0
522.0
554.0
586.0
616.0
646.0
667.0
720.0
752.0
778.0
804.0
823.0
842.0
876.0
910.0
970.0
998.0
1021.0
1044.0
1089.0
1134.0
1167.0
1200.0
1237.0
1274.0
1296.0
1318.0
1355.0
1392.0
1436.0
1480.0
1502.0
1524.0
1618.0
1656.0
1691.0
1726.0
1769.0
1812.0
1886.0
1928.0
1950.0
1972.0
2003.0
2034.0
2072.0
2110.0
2149.0
2188.0
2218.0
2248.0
2274.0
2300.0
2318.0
2336.0
2365.0
2394.0
2426.0
2458.0
2492.0
2526.0
2571.0
2616.0
2654.0
2692.0
2758.0
2794.0
2833.0
2872.0
2919.0
2940.0
2990.0
3040.0
3051.0
3062.0
3091.0
3120.0
3141.0
3162.0
3188.0
3214.0
3243.0
3272.0
3338.0
3370.0
3393.0
3416.0
3446.0
3476.0
3487.0
3498.0
3546.0
3564.0
3611.0
3658.0
3692.0
3726.0
3754.0
3782.0
3828.0
3874.0
3895.0
3916.0
3941.0
3966.0
4006.0
4046.0
4065.0
4084.0
4134.0
4184.0
4228.0
4272.0
4309.0
4346.0
4391.0
4436.0
4476.0
4516.0
4555.0
4594.0
4613.0
4632.0
4672.0
4712.0
4761.0
4810.0
4828.0
4846.0
4875.0
4904.0
4955.0
4982.0
5045.0
5082.0
5124.0
5166.0
5177.0
5188.0
5212.0
5236.0
5272.0
5308.0
5350.0
5392.0
5403.0
5414.0
5440.0
5466.0
5500.0
5534.0
5583.0
5632.0
5681.0
5730.0
5799.0
5834.0
5865.0
5896.0
5940.0
5984.0
6009.0
6034.0
6073.0
6112.0
6157.0
6202.0
6265.0
6296.0
6314.0
6332.0
6377.0
6422.0
6441.0
6460.0
6487.0
6514.0
6562.0
6584.0
6631.0
6652.0
6690.0
6728.0
6763.0
6798.0
6821.0
6844.0
6881.0
6918.0
6969.0
6990.0
7024.0
7058.0
7108.0
7158.0
7190.0
7222.0
7332.0
7378.0
7426.0
7474.0
7524.0
7574.0
7584.0
7594.0
7614.0
7634.0
7659.0
7684.0
7753.0
7772.0
7801.0
7830.0
7860.0
7890.0
7924.0
7958.0
7994.0
8030.0
8090.0
8124.0
8162.0
8172.0
8220.0
8268.0
8316.0
8364.0
8394.0
8424.0
8442.0
8460.0
8507.0
8554.0
8630.0
8680.0
8741.0
8768.0
8787.0
8806.0
8826.0
8846.0
8883.0
8920.0
8967.0
9014.0
9048.0
9082.0
9092.0
9102.0
9126.0
9150.0
9186.0
9222.0
9241.0
9260.0
9299.0
9338.0
9378.0
9418.0
9459.0
9500.0
9519.0
9538.0
9567.0
9596.0
9638.0
9680.0
9711.0
9742.0
9769.0
9796.0
9845.0
9894.0
9937.0
9980.0
10005.0
10030.0
10094.0
10128.0
10162.0
10196.0
10228.0
10260.0
10303.0
10346.0
10414.0
10454.0
10464.0
10474.0
10498.0
10522.0
10541.0
10560.0
10589.0
10618.0
10679.0
10712.0
10722.0
10732.0
10764.0
10796.0
10823.0
10850.0
10888.0
10926.0
10960.0
10994.0
11033.0
11072.0
11119.0
11166.0
11187.0
11208.0
11271.0
11304.0
11324.0
11344.0
11389.0
11434.0
11484.0
11534.0
11576.0
11586.0
11636.0
11686.0
11713.0
11740.0
11784.0
11828.0
11864.0
11900.0
11924.0
11948.0
12006.0
12040.0
12100.0
12130.0
12195.0
12234.0
12244.0
12254.0
12282.0
12310.0
12356.0
12402.0
12442.0
12482.0
12514.0
12546.0
12590.0
12634.0
12668.0
12702.0
12775.0
12814.0
12861.0
12908.0
12941.0
12974.0
13051.0
13096.0
13139.0
13182.0
13231.0
13280.0
13311.0
13342.0
13366.0
13390.0
13439.0
13488.0
13529.0
13570.0
13591.0
13612.0
13661.0
13710.0
13730.0
13750.0
13768.0
13786.0
13822.0
13858.0
13876.0
13894.0
13904.0
13914.0
13948.0
13982.0
14009.0
14036.0
14066.0
14096.0
14140.0
14184.0
14202.0
14220.0
14230.0
14240.0
14301.0
14330.0
14340.0
14350.0
14398.0
14446.0
14468.0
14490.0
14528.0
14566.0
14585.0
14604.0
14623.0
14642.0
14684.0
14726.0
14764.0
14802.0
14848.0
14894.0
14964.0
15000.0
15037.0
15074.0
15107.0
15140.0
15176.0
15212.0
15242.0
15272.0
15319.0
15366.0
15394.0
15422.0
15485.0
15514.0
15543.0
15572.0
15606.0
15640.0
15665.0
15690.0
15701.0
15712.0
15744.0
15776.0
15818.0
15860.0
15906.0
15924.0
15956.0
15988.0
16031.0
16074.0
16092.0
16110.0
16160.0
16210.0
16260.0
16310.0
16353.0
16396.0
16414.0
16432.0
16463.0
16494.0
16542.0
16590.0
16639.0
16688.0
16712.0
16736.0
16780.0
16824.0
16850.0
16876.0
16906.0
16936.0
16958.0
16980.0
17013.0
17046.0
17104.0
17128.0
17175.0
17222.0
17250.0
17278.0
17304.0
17330.0
17348.0
17366.0
17389.0
17412.0
17444.0
17476.0
17510.0
17544.0
17572.0
17600.0
17632.0
17664.0
17720.0
17750.0
17798.0
17846.0
17884.0
17922.0
17946.0
17970.0
