change_ms,time_ms,diff_ms
72542.0,72543.628,1.6279999999969732
72714.0,72712.744,-1.2559999999939464
72730.0,72728.707,-1.2930000000051223
73115.0,73112.336,-2.6640000000043074
73132.0,73129.297,-2.702999999994063
73148.0,73146.259,-1.7409999999945285
73164.0,73162.721,-1.2789999999949941
73719.0,73718.458,-0.5420000000012806
73734.0,73733.424,-0.5760000000009313
74093.0,74094.603,1.603000000002794
74106.0,74107.574,1.573999999993248
74118.0,74120.544,2.543999999994412
74130.0,74132.517,2.5170000000071013
74390.0,74392.426,2.426000000006752
74402.0,74404.399,2.3990000000048894
75196.0,75198.594,2.5939999999973224
75208.0,75210.567,2.56699999999546
75303.0,75304.354,1.3540000000066357
75316.0,75317.324,1.323999999993248
76288.0,76290.612,2.6119999999937136
76300.0,76302.585,2.585000000006403
77128.0,77130.703,2.702999999994063
77140.0,77142.676,2.676000000006752
79327.0,79326.712,-0.28800000000046566
79342.0,79341.678,-0.3220000000001164
79831.0,79828.571,-2.4290000000037253
79848.0,79845.533,-2.467000000004191
80393.0,80390.295,-2.7050000000017462
80410.0,80407.755,-2.2449999999953434
80781.0,80778.413,-2.5869999999995343
80798.0,80795.374,-2.6260000000038417
80889.0,80888.662,-0.33800000000337604
80904.0,80903.628,-0.3720000000030268
81533.0,81530.703,-2.297000000005937
81550.0,81547.664,-2.3359999999956926
81722.0,81724.762,2.7620000000024447
81734.0,81736.735,2.735000000000582
82355.0,82352.336,-2.6640000000043074
82372.0,82369.297,-2.702999999994063
82386.0,82386.259,0.2590000000054715
82400.0,82400.726,0.7259999999951106
82614.0,82616.735,2.735000000000582
82626.0,82628.707,2.7069999999948777
82763.0,82760.408,-2.592000000004191
82780.0,82777.37,-2.6300000000046566
82894.0,82894.603,0.603000000002794
82908.0,82908.571,0.5709999999962747
83877.0,83876.372,-0.6279999999969732
83892.0,83891.338,-0.661999999996624
83909.0,83906.304,-2.6959999999962747
83926.0,83923.764,-2.236000000004424
84269.0,84268.481,-0.5190000000002328
84284.0,84283.447,-0.5529999999998836
84379.0,84376.735,-2.264999999999418
84396.0,84393.696,-2.3040000000037253
85352.0,85350.522,-1.478000000002794
85368.0,85366.485,-1.514999999999418
85382.0,85382.449,0.4489999999932479
85396.0,85396.417,0.41700000000128057
85822.0,85824.444,2.444000000003143
85834.0,85836.417,2.4170000000012806
85849.0,85848.39,-0.6100000000005821
85864.0,85863.356,-0.6440000000002328
86048.0,86049.433,1.4330000000045402
86507.0,86508.39,1.389999999999418
86520.0,86521.361,1.3610000000044238
86534.0,86534.331,0.33100000000558794
86548.0,86548.299,0.2989999999990687
86809.0,86810.703,1.7029999999940628
86822.0,86823.673,1.672999999995227
87098.0,87096.553,-1.4470000000001164
87114.0,87112.517,-1.4829999999928987
87242.0,87244.717,2.717000000004191
87254.0,87256.689,2.6889999999984866
87270.0,87268.662,-1.338000000003376
87286.0,87284.626,-1.3739999999961583
88024.0,88024.444,0.4440000000031432
88038.0,88038.413,0.41300000000046566
88228.0,88230.476,2.4759999999951106
88240.0,88242.449,2.448999999993248
89014.0,89014.694,0.6940000000031432
89028.0,89028.662,0.661999999996624
90096.0,90094.739,-1.260999999998603
90112.0,90110.703,-1.2970000000059372
90380.0,90382.585,2.585000000006403
90558.0,90558.685,0.6849999999976717
90572.0,90572.653,0.6530000000057044
90905.0,90904.399,-0.6009999999951106
90920.0,90919.365,-0.6349999999947613
91228.0,91230.159,2.1589999999996508
91666.0,91666.667,0.6670000000012806
91680.0,91680.635,0.6349999999947613
92426.0,92423.946,-2.0540000000037253
93428.0,93430.658,2.657999999995809
93440.0,93442.63,2.6300000000046566
93547.0,93546.395,-0.6049999999959255
93562.0,93561.361,-0.6389999999955762
94024.0,94024.308,0.3080000000045402
94038.0,94038.277,0.27700000000186265
94117.0,94114.603,-2.396999999997206
94134.0,94131.565,-2.4349999999976717
94202.0,94200.408,-1.592000000004191
94218.0,94216.372,-1.6279999999969732
94230.0,94232.336,2.3359999999956926
94242.0,94244.308,2.30800000000454
94254.0,94256.281,2.2810000000026776
94266.0,94268.753,2.752999999996973
94611.0,94608.481,-2.519000000000233
94628.0,94625.442,-2.55800000000454
96380.0,96382.449,2.448999999993248
96392.0,96394.422,2.422000000005937
96631.0,96630.385,-0.6150000000052387
96646.0,96645.351,-0.6490000000048894
96767.0,96768.571,1.5709999999962747
96780.0,96781.542,1.5420000000012806
96990.0,96988.571,-1.4290000000037253
97006.0,97004.535,-1.4649999999965075
97074.0,97072.381,-1.6190000000060536
97090.0,97088.345,-1.6549999999988358
97389.0,97388.662,-0.33800000000337604
97404.0,97403.628,-0.3720000000030268
98191.0,98188.345,-2.654999999998836
98208.0,98205.306,-2.694000000003143
98365.0,98364.444,-0.5559999999968568
98380.0,98379.41,-0.5899999999965075
98394.0,98394.376,0.3760000000038417
98408.0,98408.345,0.34500000000116415
98498.0,98498.639,0.6389999999955762
98512.0,98512.608,0.6079999999928987
98912.0,98914.694,2.694000000003143
99058.0,99059.864,1.864000000001397
99074.0,99072.336,-1.6640000000043074
99090.0,99088.299,-1.7010000000009313
100629.0,100628.299,-0.7010000000009313
100644.0,100643.764,-0.23600000000442378
101260.0,101262.358,2.3579999999928987
101272.0,101274.331,2.331000000005588
101325.0,101326.712,1.7119999999995343
101338.0,101339.683,1.6830000000045402
101426.0,101428.481,2.480999999999767
101438.0,101440.454,2.4539999999979045
102650.0,102650.703,0.7029999999940628
102664.0,102664.671,0.6710000000020955
102757.0,102756.463,-0.536999999996624
102772.0,102771.429,-0.5709999999962747
103088.0,103090.703,2.702999999994063
103100.0,103102.676,2.676000000006752
103112.0,103114.649,2.6490000000048894
103124.0,103126.621,2.620999999999185
103578.0,103580.59,2.5899999999965075
103590.0,103592.562,2.562000000005355
104416.0,104418.685,2.6849999999976717
104428.0,104430.658,2.657999999995809
104732.0,104730.476,-1.5240000000048894
104748.0,104746.44,-1.5599999999976717
104866.0,104868.662,2.661999999996624
104878.0,104880.635,2.6349999999947613
105129.0,105130.567,1.5669999999954598
105142.0,105143.537,1.536999999996624
106136.0,106136.281,0.28100000000267755
106150.0,106150.748,0.7480000000068685
106467.0,106468.526,1.525999999998021
106480.0,106481.497,1.4970000000030268
106708.0,106708.481,0.48099999999976717
106722.0,106722.449,0.4489999999932479
106949.0,106950.431,1.4309999999968568
106962.0,106963.401,1.400999999998021
106979.0,106976.372,-2.627999999996973
106996.0,106993.333,-2.6670000000012806
107057.0,107058.685,1.6849999999976717
107070.0,107071.655,1.6549999999988358
107084.0,107084.626,0.6260000000038417
107098.0,107098.594,0.5939999999973224
107175.0,107172.426,-2.573999999993248
107192.0,107189.388,-2.6119999999937136
107209.0,107206.349,-2.650999999998021
107226.0,107223.311,-2.6889999999984866
107573.0,107572.517,-0.48299999999289867
107588.0,107587.483,-0.5170000000071013
107826.0,107824.444,-1.5559999999968568
107842.0,107840.408,-1.592000000004191
108710.0,108708.435,-1.5650000000023283
108726.0,108724.399,-1.6009999999951106
109355.0,109354.467,-0.532999999995809
109370.0,109369.433,-0.5669999999954598
109465.0,109466.712,1.7119999999995343
109478.0,109479.683,1.6830000000045402
109493.0,109492.653,-0.34699999999429565
109508.0,109507.619,-0.3809999999939464
109524.0,109522.585,-1.4149999999935972
109540.0,109538.549,-1.4510000000009313
110146.0,110146.667,0.6670000000012806
110442.0,110441.497,-0.5029999999969732
110491.0,110492.381,1.3809999999939464
110504.0,110505.351,1.3509999999951106
110659.0,110656.508,-2.49199999999837
110676.0,110673.469,-2.5310000000026776
110926.0,110928.39,2.389999999999418
110938.0,110940.363,2.3629999999975553
111434.0,111432.744,-1.2559999999939464
111446.0,111448.707,2.7069999999948777
111850.0,111847.8,-2.1999999999970896
112598.0,112600.59,2.5899999999965075
112610.0,112612.562,2.562000000005355
112857.0,112858.503,1.5029999999969732
112870.0,112871.474,1.474000000001979
112882.0,112884.444,2.444000000003143
112894.0,112896.417,2.4170000000012806
113044.0,113044.58,0.5800000000017462
113058.0,113058.549,0.5489999999990687
113075.0,113072.517,-2.4829999999928987
113092.0,113089.478,-2.521999999997206
114331.0,114328.662,-2.338000000003376
114348.0,114345.624,-2.3760000000038417
114449.0,114448.39,-0.6100000000005821
114464.0,114463.356,-0.6440000000002328
114477.0,114478.322,1.3220000000001164
114490.0,114491.293,1.2930000000051223
114555.0,114552.653,-2.3469999999942956
114572.0,114569.615,-2.3849999999947613
115242.0,115240.59,-1.4100000000034925
115258.0,115256.553,-1.4470000000001164
116168.0,116168.481,0.48099999999976717
116182.0,116182.449,0.4489999999932479
116197.0,116196.417,-0.5829999999987194
116212.0,116211.383,-0.6169999999983702
116596.0,116594.512,-1.4879999999975553
116612.0,116610.476,-1.5240000000048894
116628.0,116626.44,-1.5599999999976717
116644.0,116642.404,-1.5960000000050059
116971.0,116968.662,-2.338000000003376
116988.0,116985.624,-2.3760000000038417
117294.0,117292.426,-1.573999999993248
117310.0,117308.39,-1.610000000000582
117635.0,117636.644,1.6440000000002328
117648.0,117649.615,1.6150000000052387
117894.0,117894.558,0.5580000000045402
117908.0,117908.526,0.5259999999980209
117924.0,117922.494,-1.5059999999939464
117940.0,117938.458,-1.5420000000012806
118027.0,118026.259,-0.7409999999945285
118042.0,118041.723,-0.27700000000186265
118208.0,118208.345,0.34500000000116415
118222.0,118222.313,0.3129999999946449
118409.0,118408.39,-0.6100000000005821
118424.0,118423.356,-0.6440000000002328
118719.0,118720.68,1.679999999993015
118732.0,118733.651,1.650999999998021
119758.0,119756.327,-1.672999999995227
119774.0,119772.29,-1.7100000000064028
119840.0,119842.63,2.6300000000046566
119852.0,119854.603,2.603000000002794
119865.0,119866.576,1.5760000000009313
119878.0,119879.546,1.5460000000020955
119892.0,119892.517,0.5170000000071013
119906.0,119906.485,0.4850000000005821
