Zeit (s),Spektral Centroid (Hz),Power (dB),Energy,Peak Frequenz (Hz),Spectral Flux,Bandbreite (Hz),Spectral Flatness,Spectral Rolloff (Hz)
0.000,4876.19,-80.00,0.000003,40.00,0.000000,5068.36,0.023484,11600.00
0.050,4582.08,-79.79,0.000489,115.00,3.034688,4434.24,0.000872,10480.00
0.100,5078.50,-79.46,0.001164,115.00,4.440146,4431.31,0.000659,10990.00
0.150,5159.61,-79.53,0.001199,55.00,3.222912,4620.56,0.000581,11290.00
0.200,4999.39,-79.76,0.001042,100.00,3.891289,5054.85,0.000480,11835.00
0.250,4589.02,-75.75,0.005422,300.00,31.672539,5042.99,0.000215,11165.00
0.300,3398.95,-65.09,0.058704,130.00,336.038330,4350.39,0.000060,9610.00
0.350,2968.20,-62.58,0.104305,125.00,347.242859,3817.26,0.000044,7860.00
0.400,2523.82,-65.32,0.105590,125.00,360.848358,3265.58,0.000019,4335.00
0.450,1594.45,-70.23,0.120178,125.00,299.389404,2733.77,0.000004,2745.00
0.500,1504.84,-71.16,0.122620,125.00,187.143982,2759.92,0.000002,2675.00
0.550,2012.75,-69.33,0.083183,125.00,381.306763,3390.70,0.000009,4720.00
0.600,3841.64,-66.69,0.040990,125.00,358.484680,4254.59,0.000066,9580.00
0.650,3504.34,-63.91,0.079978,120.00,344.761383,4088.86,0.000043,9020.00
0.700,2670.77,-63.25,0.099337,115.00,264.889343,3694.36,0.000042,6195.00
0.750,2173.86,-64.30,0.089384,100.00,448.196625,3074.97,0.000045,4065.00
0.800,1833.61,-66.52,0.093140,95.00,318.812836,2477.12,0.000025,3495.00
0.850,1735.87,-68.58,0.075847,85.00,297.126617,2401.98,0.000019,3275.00
0.900,1743.46,-71.52,0.042631,80.00,285.214050,2688.83,0.000020,2845.00
0.950,1673.59,-74.06,0.028792,80.00,169.386627,2972.09,0.000016,2660.00
1.000,1943.99,-71.77,0.032073,85.00,96.627388,2888.11,0.000027,3365.00
1.050,2056.41,-69.52,0.049051,85.00,163.405045,2680.87,0.000025,3505.00
1.100,1929.68,-68.80,0.059716,85.00,156.321350,2577.37,0.000024,3355.00
1.150,1730.15,-69.80,0.053433,85.00,195.417130,2443.93,0.000023,2855.00
1.200,1778.74,-72.12,0.032028,90.00,173.875137,2576.06,0.000024,3360.00
1.250,1469.30,-75.94,0.022008,110.00,148.030472,2710.56,0.000013,2580.00
1.300,1145.46,-73.49,0.070718,100.00,330.598785,2136.10,0.000004,2470.00
1.350,1201.43,-72.53,0.091272,95.00,256.071899,2257.03,0.000004,2465.00
1.400,1603.94,-71.13,0.073794,90.00,269.498047,2921.49,0.000008,2725.00
1.450,2517.75,-66.32,0.069027,95.00,224.124115,3516.49,0.000034,4995.00
1.500,2400.16,-64.94,0.099335,95.00,274.263702,3302.25,0.000029,4335.00
1.550,2252.15,-67.71,0.073361,90.00,240.772095,3254.63,0.000022,4050.00
1.600,1497.49,-71.49,0.050707,95.00,318.591309,2810.35,0.000016,2150.00
1.650,1099.47,-70.52,0.111429,95.00,436.889130,2043.15,0.000005,1215.00
1.700,1079.38,-71.67,0.093194,95.00,166.865967,1949.06,0.000005,1280.00
1.750,2581.88,-66.35,0.045983,115.00,437.703247,3201.66,0.000065,5125.00
1.800,2529.11,-62.67,0.104454,105.00,430.381866,3200.85,0.000042,5140.00
1.850,3767.59,-60.32,0.109698,105.00,281.244080,3951.48,0.000063,8995.00
1.900,6611.06,-58.45,0.069577,105.00,399.878784,3986.81,0.000230,10815.00
1.950,7955.87,-61.18,0.034766,105.00,302.236176,3284.23,0.000392,11140.00
2.000,4520.54,-63.05,0.048749,110.00,286.220642,4313.01,0.000133,9950.00
2.050,2481.80,-65.01,0.083903,110.00,258.726929,3487.18,0.000036,6575.00
2.100,2693.96,-64.02,0.086809,95.00,331.635071,3449.47,0.000046,5225.00
2.150,2759.68,-63.09,0.102144,95.00,250.046692,3455.71,0.000044,5455.00
2.200,2683.26,-66.22,0.066972,90.00,363.986542,3681.18,0.000038,6790.00
2.250,1743.48,-69.47,0.075475,90.00,199.381470,3049.01,0.000013,2700.00
2.300,2219.71,-65.50,0.084890,90.00,236.192108,3288.39,0.000032,4615.00
2.350,4566.66,-58.59,0.089538,90.00,230.556900,4375.13,0.000161,10345.00
