Zeit (s),Spektral Centroid (Hz),Power (dB),Energy,Peak Frequenz (Hz),Spectral Flux,Bandbreite (Hz),Spectral Flatness,Spectral Rolloff (Hz)
3.600,2518.28,-71.78,0.183801,10.00,435.143188,4322.42,0.000178,6340.00
3.650,2137.15,-71.79,0.251490,0.00,1124.968140,4110.62,0.000082,5025.00
3.700,2100.66,-71.64,0.253033,0.00,782.539673,4087.23,0.000067,4840.00
3.750,1951.44,-71.76,0.330782,0.00,760.477783,4006.32,0.000039,4265.00
3.800,1886.96,-71.89,0.359548,0.00,636.840332,3973.30,0.000030,4060.00
3.850,1963.66,-72.00,0.332315,0.00,493.742523,4024.70,0.000036,4370.00
3.900,2268.27,-71.79,0.216375,0.00,1079.662598,4211.99,0.000095,5505.00
3.950,2572.48,-71.88,0.141059,0.00,868.359497,4387.17,0.000233,6340.00
4.000,2269.88,-71.97,0.210810,5.00,842.823425,4221.40,0.000125,5380.00
4.050,2022.30,-71.82,0.305435,5.00,809.092773,4040.23,0.000060,4580.00
4.100,2102.50,-71.77,0.278571,0.00,908.520020,4099.38,0.000057,4950.00
4.150,2373.99,-71.71,0.180672,0.00,904.764526,4279.49,0.000131,5780.00
4.200,2111.84,-71.80,0.238122,0.00,596.329956,4105.79,0.000080,4940.00
4.250,2042.66,-71.83,0.267383,0.00,502.569641,4036.23,0.000066,4665.00
4.300,2307.88,-71.94,0.198296,0.00,829.796387,4247.66,0.000108,5480.00
4.350,2093.74,-71.81,0.285959,0.00,1094.292114,4084.04,0.000055,4690.00
4.400,2304.00,-71.61,0.242299,0.00,555.617554,4255.14,0.000074,5545.00
4.450,2697.36,-71.85,0.166917,5.00,1073.625732,4489.20,0.000194,6685.00
4.500,2657.17,-71.91,0.166937,5.00,375.368835,4484.40,0.000173,6685.00
4.550,2317.05,-71.78,0.220476,0.00,823.682007,4272.21,0.000086,5595.00
4.600,2344.73,-71.70,0.229482,0.00,217.347107,4290.68,0.000082,5750.00
4.650,2654.31,-71.85,0.171140,5.00,834.924500,4485.22,0.000173,6665.00
4.700,2568.41,-71.95,0.157753,5.00,495.339844,4422.90,0.000224,6485.00
4.750,2674.63,-71.73,0.129078,0.00,403.876251,4460.11,0.000325,6725.00
4.800,2583.35,-71.72,0.153518,15.00,633.360291,4396.84,0.000262,6305.00
4.850,2412.42,-71.73,0.196931,15.00,590.248535,4309.56,0.000149,5840.00
4.900,2035.47,-71.74,0.277161,0.00,1190.376343,4055.01,0.000064,4570.00
