Zeit (s),Spektral Centroid (Hz),Power (dB),Energy,Peak Frequenz (Hz),Spectral Flux,Bandbreite (Hz),Spectral Flatness,Spectral Rolloff (Hz)
0.000,18552.98,-68.69,0.153446,20000.00,0.000000,3995.56,0.000795,20140.00
0.050,18986.11,-74.39,0.212859,20000.00,564.385864,3409.10,0.000103,20040.00
0.100,19998.36,-79.95,0.216999,20000.00,234.125122,142.03,0.000000,20005.00
0.150,19999.11,-79.95,0.216998,20000.00,0.137406,110.36,0.000000,20005.00
0.200,19999.11,-79.95,0.216983,20000.00,0.182741,110.36,0.000000,20005.00
0.250,19999.07,-79.95,0.216987,20000.00,0.163613,110.52,0.000000,20005.00
0.300,19999.07,-79.95,0.216995,20000.00,0.142724,110.96,0.000000,20005.00
0.350,19999.09,-79.95,0.216994,20000.00,0.142534,109.70,0.000000,20005.00
0.400,19999.12,-79.95,0.216988,20000.00,0.165480,108.84,0.000000,20005.00
0.450,19999.11,-79.95,0.216984,20000.00,0.158579,109.67,0.000000,20005.00
0.500,19999.11,-79.95,0.216983,20000.00,0.167777,109.47,0.000000,20005.00
0.550,19999.11,-79.95,0.216995,20000.00,0.167843,109.28,0.000000,20005.00
0.600,19999.09,-79.95,0.216997,20000.00,0.164644,110.73,0.000000,20005.00
0.650,19999.11,-79.95,0.216985,20000.00,0.175187,110.34,0.000000,20005.00
0.700,19999.09,-79.95,0.216989,20000.00,0.156995,110.57,0.000000,20005.00
0.750,19999.13,-79.95,0.216998,20000.00,0.171650,109.10,0.000000,20005.00
0.800,19999.12,-79.95,0.216995,20000.00,0.133190,109.63,0.000000,20005.00
0.850,19999.10,-79.95,0.216981,20000.00,0.168950,109.96,0.000000,20005.00
0.900,19999.10,-79.95,0.216993,20000.00,0.175399,109.50,0.000000,20005.00
0.950,19999.08,-79.95,0.216997,20000.00,0.158304,110.14,0.000000,20005.00
1.000,19999.10,-79.95,0.216995,20000.00,0.158741,109.30,0.000000,20005.00
1.050,19999.11,-79.95,0.216988,20000.00,0.148407,108.50,0.000000,20005.00
1.100,19999.13,-79.95,0.216986,20000.00,0.138034,107.91,0.000000,20005.00
1.150,19999.11,-79.95,0.216992,20000.00,0.131757,108.95,0.000000,20005.00
1.200,19999.09,-79.95,0.217003,20000.00,0.173529,110.35,0.000000,20005.00
1.250,19999.10,-79.95,0.216999,20000.00,0.146187,110.90,0.000000,20005.00
1.300,19999.10,-79.95,0.217000,20000.00,0.166255,110.44,0.000000,20005.00
1.350,19999.08,-79.95,0.216995,20000.00,0.131726,110.41,0.000000,20005.00
1.400,19999.13,-79.95,0.216983,20000.00,0.179253,109.19,0.000000,20005.00
1.450,19999.13,-79.95,0.216987,20000.00,0.132990,109.41,0.000000,20005.00
1.500,19999.10,-79.95,0.216988,20000.00,0.139383,109.74,0.000000,20005.00
1.550,19999.09,-79.95,0.216998,20000.00,0.157039,109.34,0.000000,20005.00
1.600,19999.08,-79.95,0.216990,20000.00,0.155028,110.27,0.000000,20005.00
1.650,19999.09,-79.95,0.216980,20000.00,0.149392,109.39,0.000000,20005.00
1.700,19999.12,-79.95,0.216983,20000.00,0.172496,108.97,0.000000,20005.00
1.750,19999.13,-79.95,0.216989,20000.00,0.188124,108.28,0.000000,20005.00
1.800,19999.10,-79.95,0.216994,20000.00,0.148703,109.03,0.000000,20005.00
1.850,19999.10,-79.95,0.216999,20000.00,0.139859,110.10,0.000000,20005.00
1.900,19999.09,-79.95,0.217004,20000.00,0.142321,110.84,0.000000,20005.00
1.950,19999.09,-79.95,0.217002,20000.00,0.143246,110.78,0.000000,20005.00
2.000,19999.10,-79.95,0.216988,20000.00,0.159151,110.11,0.000000,20005.00
2.050,19999.13,-79.95,0.216983,20000.00,0.154463,108.70,0.000000,20005.00
2.100,19999.11,-79.95,0.216987,20000.00,0.115497,110.29,0.000000,20005.00
2.150,19999.08,-79.95,0.216990,20000.00,0.146041,110.31,0.000000,20005.00
2.200,19999.10,-79.95,0.216999,20000.00,0.159895,109.36,0.000000,20005.00
2.250,19999.08,-79.95,0.216986,20000.00,0.163110,110.06,0.000000,20005.00
2.300,19999.11,-79.95,0.216984,20000.00,0.144729,108.81,0.000000,20005.00
2.350,19999.12,-79.95,0.216990,20000.00,0.154506,108.74,0.000000,20005.00
2.400,19999.14,-79.95,0.216993,20000.00,0.144382,108.00,0.000000,20005.00
2.450,19999.12,-79.95,0.216996,20000.00,0.156090,108.89,0.000000,20005.00
2.500,19999.10,-79.95,0.217005,20000.00,0.163744,110.69,0.000000,20005.00
2.550,19999.10,-79.95,0.217009,20000.00,0.162625,110.80,0.000000,20005.00
2.600,19999.08,-79.95,0.217003,20000.00,0.163410,110.54,0.000000,20005.00
2.650,19999.09,-79.95,0.216989,20000.00,0.161229,109.96,0.000000,20005.00
2.700,19999.12,-79.95,0.216984,20000.00,0.144561,109.67,0.000000,20005.00
2.750,19999.10,-79.95,0.216987,20000.00,0.125450,110.58,0.000000,20005.00
2.800,19999.08,-79.95,0.216991,20000.00,0.143901,110.08,0.000000,20005.00
2.850,19999.09,-79.95,0.216991,20000.00,0.131964,109.87,0.000000,20005.00
2.900,19999.07,-79.95,0.216982,20000.00,0.171437,109.99,0.000000,20005.00
2.950,19999.11,-79.95,0.216989,20000.00,0.155381,108.53,0.000000,20005.00
3.000,19999.11,-79.95,0.216993,20000.00,0.135253,108.37,0.000000,20005.00
3.050,19999.12,-79.95,0.216994,20000.00,0.159277,108.49,0.000000,20005.00
3.100,19999.12,-79.95,0.216998,20000.00,0.136362,109.26,0.000000,20005.00
3.150,19999.09,-79.95,0.217003,20000.00,0.161114,111.14,0.000000,20005.00
3.200,19999.11,-79.95,0.216992,20000.00,0.180312,110.45,0.000000,20005.00
3.250,19999.10,-79.95,0.216991,20000.00,0.140500,110.29,0.000000,20005.00
3.300,19999.12,-79.95,0.216981,20000.00,0.167094,109.58,0.000000,20005.00
3.350,19999.11,-79.95,0.216977,20000.00,0.136697,109.77,0.000000,20005.00
3.400,19999.10,-79.95,0.216979,20000.00,0.114561,110.51,0.000000,20005.00
3.450,19999.10,-79.95,0.216980,20000.00,0.158393,109.69,0.000000,20005.00
3.500,19999.08,-79.95,0.216987,20000.00,0.150243,110.45,0.000000,20005.00
3.550,19999.08,-79.95,0.216981,20000.00,0.171165,110.11,0.000000,20005.00
3.600,19999.10,-79.95,0.216991,20000.00,0.162966,109.00,0.000000,20005.00
