Zeit (s),Spektral Centroid (Hz),Power (dB),Energy,Peak Frequenz (Hz),Spectral Flux,Bandbreite (Hz),Spectral Flatness,Spectral Rolloff (Hz)
3.500,9511.17,-23.63,0.307181,3520.00,960.216614,5402.68,0.029088,16000.00
3.550,9432.14,-23.78,0.303895,5395.00,954.045898,5387.62,0.028333,15870.00
3.600,9482.78,-23.86,0.301974,12230.00,960.034302,5382.69,0.028263,15895.00
3.650,9540.84,-23.76,0.302516,15395.00,947.464111,5394.65,0.029082,16050.00
3.700,9501.93,-23.73,0.305274,3620.00,953.386414,5360.29,0.028450,15965.00
3.750,9567.86,-23.65,0.309361,3620.00,968.307129,5405.36,0.028847,16065.00
3.800,9580.15,-23.72,0.307985,1370.00,959.780823,5401.83,0.028584,16100.00
3.850,9584.74,-23.65,0.308870,8100.00,959.903076,5372.61,0.028965,16070.00
3.900,9604.74,-23.69,0.304474,16315.00,968.103516,5359.20,0.029419,16015.00
3.950,9595.13,-23.65,0.308094,16810.00,961.086548,5360.56,0.028810,15990.00
4.000,9578.43,-23.66,0.308606,16635.00,977.648987,5392.38,0.028864,16020.00
4.050,9466.48,-23.90,0.303341,16040.00,947.805237,5412.89,0.027850,16050.00
4.100,9559.99,-23.74,0.305661,12375.00,964.471252,5423.73,0.029223,16070.00
4.150,9648.60,-23.64,0.310772,13995.00,971.101379,5411.22,0.028730,16015.00
4.200,9607.11,-23.71,0.309113,8300.00,970.985840,5412.91,0.028527,16025.00
4.250,9545.79,-23.77,0.306730,3965.00,985.254639,5373.97,0.028351,15965.00
4.300,9547.69,-23.86,0.305178,8240.00,974.076355,5376.41,0.028459,15940.00
4.350,9535.83,-23.80,0.304592,8240.00,957.111877,5379.99,0.029037,15915.00
4.400,9624.98,-23.78,0.306379,11690.00,971.088562,5405.78,0.028134,16060.00
4.450,9538.10,-23.58,0.311730,17495.00,974.045471,5405.53,0.028446,16045.00
4.500,9618.57,-23.71,0.307745,17805.00,954.955627,5377.74,0.028634,16030.00
4.550,9480.25,-23.80,0.304211,8445.00,980.546997,5347.89,0.028535,15835.00
4.600,9578.79,-23.64,0.305999,13000.00,979.881653,5377.06,0.029022,15960.00
4.650,9706.09,-23.84,0.307328,15685.00,966.341980,5388.05,0.027434,16170.00
4.700,9645.07,-23.72,0.305606,18115.00,945.851746,5366.96,0.028205,16105.00
4.750,9575.47,-23.70,0.307536,13945.00,974.819336,5440.95,0.028447,16025.00
4.800,9545.22,-23.66,0.308534,12050.00,974.779724,5395.91,0.029051,15955.00
