Zeit (s),Spektral Centroid (Hz),Power (dB),Energy,Peak Frequenz (Hz),Spectral Flux,Bandbreite (Hz),Spectral Flatness,Spectral Rolloff (Hz)
0.000,8007.85,-79.16,0.072408,8000.00,0.000000,1080.31,0.000002,8020.00
0.050,8004.38,-79.18,0.172661,8000.00,727.274353,795.18,0.000000,8010.00
0.100,8001.13,-79.67,0.205401,8000.00,445.841370,350.07,0.000000,8005.00
0.150,8000.37,-79.95,0.206166,8000.00,73.372871,75.48,0.000000,8005.00
0.200,8000.37,-79.95,0.206166,8000.00,0.018886,75.79,0.000000,8005.00
0.250,8000.34,-79.95,0.206167,8000.00,0.028480,74.30,0.000000,8005.00
0.300,8000.32,-79.95,0.206167,8000.00,0.010612,73.14,0.000000,8005.00
0.350,8000.32,-79.95,0.206167,8000.00,0.000323,73.12,0.000000,8005.00
0.400,8000.32,-79.95,0.206167,8000.00,0.000365,73.17,0.000000,8005.00
0.450,8000.34,-79.95,0.206166,8000.00,0.011168,74.45,0.000000,8005.00
0.500,8000.36,-79.95,0.206166,8000.00,0.031316,75.35,0.000000,8005.00
0.550,8000.34,-79.95,0.206166,8000.00,0.022588,74.19,0.000000,8005.00
0.600,8000.32,-79.95,0.206167,8000.00,0.019603,73.08,0.000000,8005.00
0.650,8000.32,-79.95,0.206167,8000.00,0.000482,73.06,0.000000,8005.00
0.700,8000.32,-79.95,0.206167,8000.00,0.000001,73.06,0.000000,8005.00
0.750,8000.32,-79.95,0.206167,8000.00,0.000531,73.11,0.000000,8005.00
0.800,8000.34,-79.95,0.206166,8000.00,0.018158,74.24,0.000000,8005.00
0.850,8000.37,-79.95,0.206166,8000.00,0.021517,75.73,0.000000,8005.00
0.900,8000.37,-79.95,0.206166,8000.00,0.029906,75.62,0.000000,8005.00
0.950,8000.35,-79.95,0.206167,8000.00,0.010535,74.23,0.000000,8005.00
1.000,8000.34,-79.95,0.206167,8000.00,0.000436,74.00,0.000000,8005.00
1.050,8000.35,-79.95,0.206167,8000.00,0.000441,74.17,0.000000,8005.00
1.100,8000.37,-79.95,0.206166,8000.00,0.011053,75.65,0.000000,8005.00
1.150,8000.38,-79.95,0.206166,8000.00,0.028639,76.34,0.000000,8005.00
1.200,8000.37,-79.95,0.206166,8000.00,0.021350,75.74,0.000000,8005.00
1.250,8000.35,-79.95,0.206167,8000.00,0.018635,74.30,0.000000,8005.00
1.300,8000.34,-79.95,0.206167,8000.00,0.000681,74.07,0.000000,8005.00
1.350,8000.34,-79.95,0.206167,8000.00,0.000000,74.07,0.000000,8005.00
1.400,8000.34,-79.95,0.206167,8000.00,0.000429,74.12,0.000000,8005.00
1.450,8000.36,-79.95,0.206166,8000.00,0.015628,75.24,0.000000,8005.00
1.500,8000.37,-79.95,0.206166,8000.00,0.021245,75.80,0.000000,8005.00
1.550,8000.34,-79.95,0.206167,8000.00,0.028113,74.37,0.000000,8005.00
1.600,8000.32,-79.95,0.206167,8000.00,0.013062,73.15,0.000000,8005.00
1.650,8000.32,-79.95,0.206167,8000.00,0.000918,73.09,0.000000,8005.00
1.700,8000.32,-79.95,0.206167,8000.00,0.000492,73.15,0.000000,8005.00
1.750,8000.34,-79.95,0.206166,8000.00,0.013549,74.41,0.000000,8005.00
1.800,8000.37,-79.95,0.206166,8000.00,0.030811,75.86,0.000000,8005.00
1.850,8000.35,-79.95,0.206166,8000.00,0.025530,75.04,0.000000,8005.00
1.900,8000.32,-79.95,0.206167,8000.00,0.019290,73.31,0.000000,8005.00
1.950,8000.31,-79.95,0.206167,8000.00,0.000527,73.10,0.000000,8005.00
2.000,8000.31,-79.95,0.206167,8000.00,0.000000,73.10,0.000000,8005.00
2.050,8000.32,-79.95,0.206167,8000.00,0.000389,73.17,0.000000,8005.00
2.100,8000.34,-79.95,0.206166,8000.00,0.018028,74.68,0.000000,8005.00
2.150,8000.37,-79.95,0.206166,8000.00,0.020082,75.83,0.000000,8005.00
2.200,8000.34,-79.95,0.206167,8000.00,0.030620,74.49,0.000000,8005.00
2.250,8000.32,-79.95,0.206167,8000.00,0.012108,73.12,0.000000,8005.00
2.300,8000.31,-79.95,0.206167,8000.00,0.000760,73.05,0.000000,8005.00
2.350,8000.32,-79.95,0.206167,8000.00,0.000665,73.30,0.000000,8005.00
2.400,8000.35,-79.95,0.206166,8000.00,0.013895,74.94,0.000000,8005.00
2.450,8000.37,-79.95,0.206166,8000.00,0.030033,75.74,0.000000,8005.00
2.500,8000.35,-79.95,0.206166,8000.00,0.022988,74.69,0.000000,8005.00
2.550,8000.34,-79.95,0.206167,8000.00,0.020371,74.00,0.000000,8005.00
2.600,8000.34,-79.95,0.206167,8000.00,0.000941,73.96,0.000000,8005.00
2.650,8000.34,-79.95,0.206167,8000.00,0.000000,73.96,0.000000,8005.00
2.700,8000.35,-79.95,0.206167,8000.00,0.000703,74.24,0.000000,8005.00
2.750,8000.37,-79.95,0.206166,8000.00,0.015071,75.63,0.000000,8005.00
2.800,8000.37,-79.95,0.206166,8000.00,0.019052,75.74,0.000000,8005.00
2.850,8000.34,-79.95,0.206166,8000.00,0.023346,74.26,0.000000,8005.00
2.900,8000.32,-79.95,0.206167,8000.00,0.011315,73.15,0.000000,8005.00
2.950,8000.32,-79.95,0.206167,8000.00,0.000407,73.11,0.000000,8005.00
3.000,8000.32,-79.95,0.206167,8000.00,0.000322,73.14,0.000000,8005.00
3.050,8000.33,-79.95,0.206166,8000.00,0.012176,73.96,0.000000,8005.00
3.100,8000.36,-79.95,0.206166,8000.00,0.025868,75.44,0.000000,8005.00
3.150,8000.37,-79.95,0.206166,8000.00,0.024267,75.33,0.000000,8005.00
3.200,8000.34,-79.95,0.206167,8000.00,0.014599,74.07,0.000000,8005.00
3.250,8000.34,-79.95,0.206167,8000.00,0.000581,73.96,0.000000,8005.00
3.300,8000.34,-79.95,0.206167,8000.00,0.000000,73.96,0.000000,8005.00
3.350,8000.34,-79.95,0.206167,8000.00,0.000665,74.07,0.000000,8005.00
3.400,8000.37,-79.95,0.206166,8000.00,0.020771,75.29,0.000000,8005.00
3.450,8000.36,-79.95,0.206166,8000.00,0.016530,75.37,0.000000,8005.00
3.500,8000.33,-79.95,0.206167,8000.00,0.029201,74.00,0.000000,8005.00
3.550,8000.32,-79.95,0.206167,8000.00,0.009487,73.21,0.000000,8005.00
3.600,8000.32,-79.95,0.206167,8000.00,0.000517,73.18,0.000000,8005.00
3.650,8000.32,-79.95,0.206167,8000.00,0.000614,73.30,0.000000,8005.00
3.700,8000.35,-79.95,0.206166,8000.00,0.016135,74.73,0.000000,8005.00
3.750,8000.37,-79.95,0.206166,8000.00,0.038237,75.80,0.000000,8005.00
3.800,8000.37,-79.95,0.206166,8000.00,0.030986,75.45,0.000000,8005.00
3.850,8000.35,-79.95,0.206167,8000.00,0.022557,74.11,0.000000,8005.00
3.900,8000.34,-79.95,0.206167,8000.00,0.000751,73.83,0.000000,8005.00
3.950,8000.34,-79.95,0.206167,8000.00,0.000000,73.83,0.000000,8005.00
4.000,8000.34,-79.95,0.206167,8000.00,0.000365,73.90,0.000000,8005.00
4.050,8000.36,-79.95,0.206166,8000.00,0.012702,75.18,0.000000,8005.00
4.100,8000.36,-79.95,0.206166,8000.00,0.024876,75.73,0.000000,8005.00
