Zeit (s),Spektral Centroid (Hz),Power (dB),Energy,Peak Frequenz (Hz),Spectral Flux,Bandbreite (Hz),Spectral Flatness,Spectral Rolloff (Hz)
0.000,327.72,-78.16,0.045762,200.00,0.000000,858.80,0.000001,295.00
0.050,295.07,-78.15,0.092048,200.00,326.281006,745.73,0.000000,250.00
0.100,232.05,-79.24,0.102753,200.00,207.149200,465.83,0.000000,205.00
0.150,210.20,-79.95,0.102826,200.00,24.086163,336.99,0.000000,205.00
0.200,210.15,-79.95,0.102828,200.00,0.038022,335.70,0.000000,205.00
0.250,210.42,-79.95,0.102829,200.00,0.037841,339.83,0.000000,205.00
0.300,209.56,-79.95,0.102825,200.00,0.046284,324.24,0.000000,205.00
0.350,208.61,-79.95,0.102825,200.00,0.046877,306.79,0.000000,205.00
0.400,209.24,-79.95,0.102825,200.00,0.045845,316.00,0.000000,205.00
0.450,209.60,-79.95,0.102826,200.00,0.044429,322.21,0.000000,205.00
0.500,209.18,-79.95,0.102828,200.00,0.047929,314.11,0.000000,205.00
0.550,209.54,-79.95,0.102826,200.00,0.044985,321.10,0.000000,205.00
0.600,209.37,-79.95,0.102828,200.00,0.044111,317.28,0.000000,205.00
0.650,209.36,-79.95,0.102828,200.00,0.036803,318.92,0.000000,205.00
0.700,209.46,-79.95,0.102830,200.00,0.041783,323.39,0.000000,205.00
0.750,209.56,-79.95,0.102829,200.00,0.034346,324.28,0.000000,205.00
0.800,209.47,-79.95,0.102826,200.00,0.045811,324.27,0.000000,205.00
0.850,209.29,-79.95,0.102826,200.00,0.039897,322.89,0.000000,205.00
0.900,209.08,-79.95,0.102825,200.00,0.039885,318.56,0.000000,205.00
0.950,208.70,-79.95,0.102823,200.00,0.045281,310.33,0.000000,205.00
1.000,208.31,-79.95,0.102825,200.00,0.045284,301.24,0.000000,205.00
1.050,208.91,-79.95,0.102828,200.00,0.039367,311.26,0.000000,205.00
1.100,209.60,-79.95,0.102828,200.00,0.042338,324.96,0.000000,205.00
