Zeit (s),Spektral Centroid (Hz),Power (dB),Energy,Peak Frequenz (Hz),Spectral Flux,Bandbreite (Hz),Spectral Flatness,Spectral Rolloff (Hz)
0.000,189.05,-78.70,0.045749,100.00,0.000000,681.11,0.000000,160.00
0.050,164.70,-78.69,0.092061,100.00,326.363129,589.49,0.000000,130.00
0.100,122.99,-79.46,0.102764,100.00,207.280884,399.06,0.000000,105.00
0.150,110.20,-79.95,0.102839,100.00,23.932613,332.12,0.000000,105.00
0.200,110.25,-79.95,0.102836,100.00,0.047336,332.06,0.000000,105.00
0.250,110.25,-79.95,0.102841,100.00,0.063330,332.92,0.000000,105.00
0.300,110.83,-79.95,0.102840,100.00,0.038341,342.55,0.000000,105.00
0.350,110.85,-79.95,0.102838,100.00,0.039993,342.66,0.000000,105.00
0.400,110.57,-79.95,0.102840,100.00,0.043168,338.57,0.000000,105.00
0.450,110.32,-79.95,0.102840,100.00,0.046229,334.59,0.000000,105.00
0.500,110.32,-79.95,0.102841,100.00,0.034629,332.95,0.000000,105.00
0.550,111.17,-79.95,0.102838,100.00,0.051089,344.75,0.000000,105.00
0.600,111.74,-79.95,0.102838,100.00,0.033533,353.38,0.000000,105.00
0.650,110.63,-79.95,0.102840,100.00,0.040455,336.95,0.000000,105.00
0.700,109.95,-79.95,0.102838,100.00,0.040450,327.38,0.000000,105.00
0.750,110.86,-79.95,0.102837,100.00,0.040666,344.38,0.000000,105.00
0.800,110.15,-79.95,0.102843,100.00,0.057700,331.50,0.000000,105.00
0.850,109.86,-79.95,0.102840,100.00,0.040749,325.53,0.000000,105.00
0.900,110.23,-79.95,0.102839,100.00,0.042255,332.92,0.000000,105.00
0.950,111.21,-79.95,0.102838,100.00,0.042950,349.57,0.000000,105.00
1.000,111.28,-79.95,0.102837,100.00,0.041039,350.67,0.000000,105.00
1.050,110.29,-79.95,0.102836,100.00,0.045243,335.11,0.000000,105.00
1.100,110.62,-79.95,0.102835,100.00,0.036109,340.58,0.000000,105.00
1.150,110.90,-79.95,0.102838,100.00,0.053483,343.23,0.000000,105.00
1.200,110.83,-79.95,0.102835,100.00,0.043762,340.06,0.000000,105.00
1.250,110.42,-79.95,0.102838,100.00,0.050345,332.96,0.000000,105.00
1.300,110.73,-79.95,0.102839,100.00,0.038951,342.35,0.000000,105.00
1.350,111.52,-79.95,0.102836,100.00,0.041235,354.88,0.000000,105.00
1.400,111.99,-79.95,0.102837,100.00,0.036626,360.52,0.000000,105.00
1.450,111.61,-79.95,0.102842,100.00,0.051863,355.44,0.000000,105.00
1.500,110.83,-79.95,0.102839,100.00,0.038174,342.85,0.000000,105.00
1.550,110.82,-79.95,0.102836,100.00,0.042333,342.52,0.000000,105.00
1.600,111.19,-79.95,0.102837,100.00,0.043390,347.93,0.000000,105.00
1.650,110.51,-79.95,0.102840,100.00,0.041705,335.22,0.000000,105.00
1.700,110.22,-79.95,0.102837,100.00,0.046674,330.96,0.000000,105.00
1.750,110.12,-79.95,0.102836,100.00,0.034020,329.58,0.000000,105.00
1.800,110.22,-79.95,0.102839,100.00,0.047576,330.32,0.000000,105.00
1.850,110.63,-79.95,0.102837,100.00,0.042106,336.64,0.000000,105.00
1.900,110.76,-79.95,0.102836,100.00,0.038766,337.63,0.000000,105.00
1.950,111.32,-79.95,0.102838,100.00,0.043087,345.17,0.000000,105.00
2.000,110.91,-79.95,0.102836,100.00,0.043175,340.48,0.000000,105.00
2.050,111.59,-79.95,0.102835,100.00,0.039218,351.69,0.000000,105.00
2.100,111.40,-79.95,0.102839,100.00,0.047989,347.89,0.000000,105.00
2.150,110.99,-79.95,0.102838,100.00,0.042100,344.16,0.000000,105.00
2.200,111.18,-79.95,0.102836,100.00,0.043468,348.60,0.000000,105.00
2.250,111.15,-79.95,0.102836,100.00,0.048836,346.61,0.000000,105.00
2.300,110.65,-79.95,0.102837,100.00,0.042606,338.95,0.000000,105.00
2.350,110.08,-79.95,0.102838,100.00,0.031606,328.04,0.000000,105.00
2.400,110.22,-79.95,0.102841,100.00,0.044045,330.56,0.000000,105.00
2.450,110.57,-79.95,0.102838,100.00,0.044642,337.73,0.000000,105.00
2.500,111.17,-79.95,0.102838,100.00,0.043538,346.69,0.000000,105.00
2.550,109.84,-79.95,0.102838,100.00,0.036119,325.51,0.000000,105.00
