Zeit (s),Spektral Centroid (Hz),Power (dB),Energy,Peak Frequenz (Hz),Spectral Flux,Bandbreite (Hz),Spectral Flatness,Spectral Rolloff (Hz)
0.000,923.27,-76.49,0.045767,700.00,0.000000,1286.97,0.000005,915.00
0.050,873.77,-76.48,0.092056,700.00,326.310364,1139.48,0.000001,815.00
0.100,758.42,-78.67,0.102767,700.00,207.134308,670.82,0.000000,705.00
0.150,705.32,-79.95,0.102844,700.00,24.134996,239.95,0.000000,705.00
0.200,705.36,-79.95,0.102845,700.00,0.044453,239.56,0.000000,705.00
0.250,705.18,-79.95,0.102851,700.00,0.059287,234.73,0.000000,705.00
0.300,705.06,-79.95,0.102853,700.00,0.051626,232.14,0.000000,705.00
0.350,705.09,-79.95,0.102853,700.00,0.037151,232.94,0.000000,705.00
0.400,705.10,-79.95,0.102852,700.00,0.048807,233.53,0.000000,705.00
0.450,705.17,-79.95,0.102846,700.00,0.065333,236.38,0.000000,705.00
0.500,705.13,-79.95,0.102846,700.00,0.042288,234.48,0.000000,705.00
0.550,705.02,-79.95,0.102849,700.00,0.048466,231.16,0.000000,705.00
0.600,705.00,-79.95,0.102848,700.00,0.028146,230.88,0.000000,705.00
0.650,705.02,-79.95,0.102849,700.00,0.029276,231.10,0.000000,705.00
0.700,705.00,-79.95,0.102848,700.00,0.034665,231.18,0.000000,705.00
0.750,705.05,-79.95,0.102851,700.00,0.050947,233.53,0.000000,705.00
0.800,705.17,-79.95,0.102850,700.00,0.048027,238.14,0.000000,705.00
0.850,705.10,-79.95,0.102851,700.00,0.044585,235.56,0.000000,705.00
0.900,705.15,-79.95,0.102850,700.00,0.034058,237.25,0.000000,705.00
0.950,705.15,-79.95,0.102850,700.00,0.040637,236.68,0.000000,705.00
1.000,705.30,-79.95,0.102849,700.00,0.043864,240.14,0.000000,705.00
1.050,705.23,-79.95,0.102850,700.00,0.047910,238.68,0.000000,705.00
1.100,705.26,-79.95,0.102850,700.00,0.041053,239.19,0.000000,705.00
1.150,705.25,-79.95,0.102850,700.00,0.031975,238.73,0.000000,705.00
1.200,705.29,-79.95,0.102850,700.00,0.025143,239.56,0.000000,705.00
1.250,705.24,-79.95,0.102850,700.00,0.025195,238.71,0.000000,705.00
1.300,705.30,-79.95,0.102850,700.00,0.029111,239.67,0.000000,705.00
1.350,705.24,-79.95,0.102850,700.00,0.034938,238.86,0.000000,705.00
1.400,705.30,-79.95,0.102850,700.00,0.039298,239.50,0.000000,705.00
1.450,705.25,-79.95,0.102850,700.00,0.043685,239.07,0.000000,705.00
1.500,705.29,-79.95,0.102850,700.00,0.044553,239.25,0.000000,705.00
1.550,705.25,-79.95,0.102850,700.00,0.042933,239.19,0.000000,705.00
1.600,705.27,-79.95,0.102850,700.00,0.038816,238.99,0.000000,705.00
1.650,705.27,-79.95,0.102850,700.00,0.032209,239.38,0.000000,705.00
1.700,705.26,-79.95,0.102850,700.00,0.026582,238.79,0.000000,705.00
1.750,705.29,-79.95,0.102850,700.00,0.024933,239.63,0.000000,705.00
1.800,705.24,-79.95,0.102850,700.00,0.026340,238.74,0.000000,705.00
1.850,705.30,-79.95,0.102850,700.00,0.030797,239.65,0.000000,705.00
1.900,705.24,-79.95,0.102850,700.00,0.036797,238.89,0.000000,705.00
1.950,705.30,-79.95,0.102850,700.00,0.040772,239.42,0.000000,705.00
2.000,705.25,-79.95,0.102850,700.00,0.044360,239.08,0.000000,705.00
2.050,705.29,-79.95,0.102850,700.00,0.044367,239.22,0.000000,705.00
2.100,705.26,-79.95,0.102850,700.00,0.041512,239.24,0.000000,705.00
2.150,705.27,-79.95,0.102850,700.00,0.036746,238.98,0.000000,705.00
2.200,705.34,-79.95,0.102850,700.00,0.046943,240.70,0.000000,705.00
2.250,705.61,-79.95,0.102850,700.00,0.061862,247.49,0.000000,705.00
2.300,705.64,-79.95,0.102852,700.00,0.051134,249.28,0.000000,705.00
2.350,705.82,-79.95,0.102854,700.00,0.058919,254.30,0.000000,705.00
2.400,705.59,-79.95,0.102853,700.00,0.047649,248.15,0.000000,705.00
2.450,705.45,-79.95,0.102855,700.00,0.050375,245.60,0.000000,705.00
2.500,705.49,-79.95,0.102855,700.00,0.042910,246.97,0.000000,705.00
2.550,705.43,-79.95,0.102856,700.00,0.043049,245.92,0.000000,705.00
2.600,705.48,-79.95,0.102852,700.00,0.055149,246.47,0.000000,705.00
2.650,705.45,-79.95,0.102853,700.00,0.038842,246.44,0.000000,705.00
2.700,705.53,-79.95,0.102851,700.00,0.042040,247.83,0.000000,705.00
2.750,705.58,-79.95,0.102853,700.00,0.034970,249.46,0.000000,705.00
2.800,705.49,-79.95,0.102853,700.00,0.035348,246.90,0.000000,705.00
2.850,705.51,-79.95,0.102854,700.00,0.031233,247.78,0.000000,705.00
2.900,705.47,-79.95,0.102853,700.00,0.025657,246.69,0.000000,705.00
2.950,705.56,-79.95,0.102853,700.00,0.031863,248.36,0.000000,705.00
3.000,705.60,-79.95,0.102852,700.00,0.051372,250.40,0.000000,705.00
3.050,705.78,-79.95,0.102851,700.00,0.045230,255.40,0.000000,705.00
3.100,705.69,-79.95,0.102853,700.00,0.042225,253.51,0.000000,705.00
3.150,705.64,-79.95,0.102853,700.00,0.042784,252.73,0.000000,705.00
3.200,705.65,-79.95,0.102852,700.00,0.043915,253.51,0.000000,705.00
3.250,705.79,-79.95,0.102852,700.00,0.053079,256.77,0.000000,705.00
3.300,705.63,-79.95,0.102853,700.00,0.053932,253.68,0.000000,705.00
3.350,705.63,-79.95,0.102852,700.00,0.049217,252.44,0.000000,705.00
3.400,705.79,-79.95,0.102855,700.00,0.065809,256.50,0.000000,705.00
3.450,705.76,-79.95,0.102853,700.00,0.047939,255.62,0.000000,705.00
3.500,705.68,-79.95,0.102852,700.00,0.046717,253.64,0.000000,705.00
3.550,705.73,-79.95,0.102852,700.00,0.031225,254.90,0.000000,705.00
3.600,705.63,-79.95,0.102852,700.00,0.030303,252.50,0.000000,705.00
3.650,705.77,-79.95,0.102853,700.00,0.032108,255.74,0.000000,705.00
3.700,705.72,-79.95,0.102851,700.00,0.044202,254.24,0.000000,705.00
3.750,706.00,-79.95,0.102853,700.00,0.048025,259.40,0.000000,705.00
3.800,705.72,-79.95,0.102851,700.00,0.046365,251.78,0.000000,705.00
3.850,705.73,-79.95,0.102852,700.00,0.041351,252.49,0.000000,705.00
3.900,705.61,-79.95,0.102853,700.00,0.050710,248.93,0.000000,705.00
3.950,705.70,-79.95,0.102855,700.00,0.054999,251.20,0.000000,705.00
4.000,705.88,-79.95,0.102853,700.00,0.046997,254.54,0.000000,705.00
4.050,705.83,-79.95,0.102854,700.00,0.036842,253.78,0.000000,705.00
4.100,705.90,-79.95,0.102854,700.00,0.033062,255.04,0.000000,705.00
4.150,705.80,-79.95,0.102854,700.00,0.031055,252.99,0.000000,705.00
4.200,705.91,-79.95,0.102854,700.00,0.030223,255.34,0.000000,705.00
4.250,705.78,-79.95,0.102853,700.00,0.030535,252.56,0.000000,705.00
4.300,705.90,-79.95,0.102855,700.00,0.031501,255.29,0.000000,705.00
4.350,705.80,-79.95,0.102853,700.00,0.034091,252.89,0.000000,705.00
4.400,705.89,-79.95,0.102855,700.00,0.035756,255.12,0.000000,705.00
4.450,705.84,-79.95,0.102853,700.00,0.036980,253.70,0.000000,705.00
4.500,705.86,-79.95,0.102855,700.00,0.037160,254.52,0.000000,705.00
